,Unnamed: 0,Predicted Time to Completion,Time Elapsed
262,262,68.98038555,20.06840863
263,263,68.7668048,20.08234122
264,264,68.56844827,20.10026415
265,265,68.45986356,20.14416339
266,266,68.38447231,20.19762622
267,267,68.30481521,20.24965761
268,268,68.30271386,20.32459074
269,269,68.12795941,20.34795248
270,270,67.94986258,20.36992562
271,271,67.75855934,20.38753113
272,272,67.56458505,20.40390677
273,273,67.34135242,20.41098514
274,274,67.11159445,20.4155846
275,275,66.90294797,20.42612128
276,276,66.67826084,20.43128125
277,277,66.46258529,20.43871539
278,278,66.24912442,20.44635588
279,279,66.0504798,20.45811321
280,280,65.83778196,20.46506276
281,281,65.62548382,20.47166641
282,282,65.40373763,20.47484264
283,283,65.18316958,20.47789841
284,284,64.96298825,20.48058811
285,285,64.7439702,20.48315871
286,286,64.54710904,20.49227909
287,287,64.34760621,20.50012233
288,288,64.14399989,20.50621235
289,289,63.93917617,20.51146138
290,290,63.73496438,20.51645424
291,291,63.54728284,20.52633472
292,292,63.35122886,20.53308635
293,293,63.1453409,20.536206
294,294,62.93982616,20.53899194
295,295,62.7358462,20.54182575
296,296,62.53335614,20.54469776
297,297,62.33216675,20.54755054
298,298,62.13462506,20.5511647
299,299,61.94666759,20.55752243
300,300,61.75001372,20.56056873
301,301,61.56220216,20.56613391
302,302,61.37482055,20.57142768
303,303,61.19385846,20.57846568
304,304,61.00156504,20.58128024
305,305,60.81019918,20.58398335
306,306,60.62055718,20.58684851
307,307,60.43240049,20.58980017
308,308,60.24533931,20.59271001
309,309,60.05945248,20.59560871
310,310,59.87485753,20.59854059
311,311,59.69168481,20.60155493
312,312,59.51247937,20.60553766
313,313,59.33164577,20.60855838
314,314,59.16046529,20.61454266
315,315,58.98743691,20.61950228
316,316,58.80964773,20.62240966
317,317,58.63322056,20.62540281
318,318,58.46049576,20.62931211
319,319,58.28507242,20.63188404
320,320,58.11065894,20.63442646
321,321,57.93890931,20.63753185
322,322,57.76875068,20.64082574
323,323,57.59861988,20.64375314
324,324,57.42923791,20.64657336
325,325,57.26115333,20.64948671
326,326,57.1009773,20.65488891
327,327,56.94293409,20.6607106
328,328,56.77729673,20.66341883
329,329,56.61225733,20.66597889
330,330,56.44863267,20.66869183
331,331,56.28738513,20.67191578
332,332,56.12818988,20.67553897
333,333,55.96805039,20.6784611
334,334,55.80817244,20.68112585
335,335,55.65001225,20.68407535
336,336,55.49243309,20.68689154
337,337,55.33631095,20.68990387
338,338,55.18137907,20.69301715
339,339,55.03416096,20.69868886
340,340,54.88031251,20.70153381
341,341,54.72795983,20.70460427
342,342,54.57689638,20.70782683
343,343,54.42790317,20.71150298
344,344,54.27934633,20.71501602
345,345,54.12936746,20.71765613
346,346,53.98351094,20.72154679
347,347,53.87241711,20.73849685
348,348,53.72745142,20.7421245
349,349,53.59458356,20.75011532
350,350,53.47949173,20.76471415
351,351,53.35840096,20.7767225
352,352,53.21455539,20.77957749
353,353,53.07165949,20.78248613
354,354,52.93081267,20.78588329
355,355,52.7910614,20.78940028
356,356,52.65428818,20.79378416
357,357,52.51500847,20.79687282
358,358,52.37820964,20.80063856
359,359,52.24211685,20.80438282
360,360,52.10480808,20.80734039
361,361,51.9697,20.81087544
362,362,51.83959281,20.81611968
363,363,51.70966691,20.82114906
364,364,51.57574538,20.82427773
365,365,51.44270623,20.82746735
366,366,51.31096418,20.83088922
367,367,51.17845384,20.83370687
368,368,51.04708404,20.83669691
369,369,50.91532782,20.83923816
370,370,50.78440961,20.84183182
371,371,50.65639772,20.8453318
372,372,50.52759456,20.84822209
373,373,50.39996415,20.8513126
374,374,50.27235049,20.85412769
375,375,50.15260875,20.85993461
376,376,50.02633207,20.86275132
377,377,49.90061735,20.86552362
378,378,49.77548932,20.86826377
379,379,49.6514185,20.87117149
380,380,49.52715511,20.87372356
381,381,49.40438953,20.87663363
382,382,49.28201872,20.87943935
383,383,49.16123858,20.88265002
384,384,49.04084851,20.8857596
385,385,48.92187749,20.88920875
386,386,48.80219182,20.89208876
387,387,48.69098164,20.89834168
388,388,48.58677918,20.90736405
389,389,48.47107497,20.91119385
390,390,48.35340167,20.91391599
391,391,48.23601489,20.91650203
392,392,48.12042505,20.91960956
393,393,48.00621444,20.92306249
394,394,47.89092191,20.92578999
395,395,47.77680108,20.92877569
396,396,47.66302811,20.93166168
397,397,47.54963263,20.93446215
398,398,47.43878204,20.93813499
399,399,47.33151459,20.94314805
400,400,47.22014013,20.94610198
401,401,47.10877791,20.94881495
402,402,46.9984801,20.95175606
403,403,46.88825772,20.95448686
404,404,46.77976383,20.95774817
405,405,46.67116033,20.96072023
406,406,46.56267111,20.96350347
407,407,46.45467563,20.96626953
408,408,46.34768389,20.96925079
409,409,46.24231665,20.97273211
410,410,46.13637739,20.97572025
411,411,46.03274122,20.97952365
412,412,45.93790235,20.98711689
413,413,45.83419708,20.99043981
414,414,45.72968598,20.99316337
415,415,45.62553026,20.99581924
416,416,45.52199979,20.99853309
417,417,45.41968486,21.00157994
418,418,45.31788522,21.00463928
419,419,45.21616144,21.00750863
420,420,45.11449846,21.01018125
421,421,45.0163101,21.01425095
422,422,44.91744307,21.01778586
423,423,44.82347111,21.02339795
424,424,44.72659531,21.02743695
425,425,44.62798437,21.03044396
426,426,44.53102523,21.03401303
427,427,44.43318318,21.03694956
428,428,44.33844976,21.04114485
429,429,44.2424641,21.04453492
430,430,44.14637869,21.04766506
431,431,44.05003521,21.0504593
432,432,43.95624691,21.05426429
433,433,43.86355089,21.05838616
434,434,43.79969016,21.07617834
435,435,43.73432956,21.09310585
436,436,43.63970905,21.09574431
437,437,43.54660794,21.0989096
438,438,43.45483901,21.10251585
439,439,43.36127529,21.1050455
440,440,43.27123706,21.10908799
441,441,43.18018596,21.11243606
442,442,43.0892948,21.11566106
443,443,43.00006019,21.11949859
444,444,42.90989573,21.12268098
445,445,42.81918213,21.12539295
446,446,42.73413154,21.13070443
447,447,42.66045829,21.14146605
448,448,42.57449011,21.14595803
449,449,42.48738404,21.14969338
450,450,42.39995368,21.15307423
451,451,42.31220507,21.15610253
452,452,42.22519489,21.15930673
453,453,42.13925534,21.16285611
454,454,42.06406452,21.17162539
455,455,41.97928315,21.17539062
456,456,41.89420636,21.17881892
457,457,41.81013915,21.1825705
458,458,41.73172084,21.18900428
459,459,41.66340985,21.20040766
460,460,41.58011896,21.20402084
461,461,41.49818472,21.20814307
462,462,41.41504319,21.2114657
463,463,41.33288191,21.21510753
464,464,41.25210558,21.21927997
465,465,41.17210668,21.22367446
466,466,41.09193717,21.22780382
467,467,41.01181572,21.2317807
468,468,40.93072473,21.23507732
469,469,40.85691297,21.24197909
470,470,40.79177053,21.25323443
471,471,40.76584641,21.28482246
472,472,40.69082369,21.29066328
473,473,40.6158957,21.29638779
474,474,40.54164086,21.30230023
475,475,40.46980679,21.30932305
476,476,40.39618213,21.31524212
477,477,40.32166792,21.32052795
478,478,40.24993497,21.32712262
479,479,40.17686919,21.3328509
480,480,40.10272899,21.33784584
481,481,40.0417437,21.34969078
482,482,39.99155757,21.36717069
483,483,40.0650841,21.45077512
484,484,40.00161636,21.46104417
485,485,39.92851819,21.4659954
486,486,39.86088883,21.47373104
487,487,39.78430309,21.4764822
488,488,39.71964191,21.48551426
489,489,39.6486431,21.49096805
490,490,39.58102265,21.49809969
491,491,39.51811204,21.50764505
492,492,39.45358462,21.51616949
493,493,39.38887384,21.52445097
494,494,39.33487459,21.53845456
495,495,39.28682731,21.55560437
496,496,39.21286067,21.55839796
497,497,39.13963869,21.56143813
498,498,39.0673333,21.56482225
499,499,38.99486194,21.56795461
500,500,38.9221487,21.57079259
501,501,38.85144215,21.57458402
502,502,38.78348201,21.57974718
503,503,38.71534166,21.58465951
504,504,38.64707298,21.5893494
505,505,38.58660508,21.59825461
506,506,38.56769726,21.63033463
507,507,38.56756818,21.67292548
508,508,38.50068188,21.67792818
509,509,38.43602712,21.68404185
510,510,38.37160737,21.69014532
511,511,38.30329051,21.69389905
512,512,38.23920171,21.69990097
513,513,38.17003923,21.70287629
514,514,38.10507747,21.7080917
515,515,38.04485003,21.71586572
516,516,37.98070546,21.72126629
517,517,37.93337976,21.7361623
518,518,37.87821961,21.74645573
519,519,37.82591643,21.75827051
520,520,37.75857008,21.76129979
521,521,37.69103817,21.76407292
522,522,37.62457033,21.76731226
523,523,37.55866568,21.77073099
524,524,37.49222106,21.77369033
525,525,37.42712776,21.77728894
526,526,37.36108134,21.78018791
527,527,37.3023842,21.78723325
528,528,37.23992304,21.79194612
529,529,37.17786969,21.79675989
530,530,37.11643594,21.80180031
531,531,37.06064073,21.81002309
532,532,36.99586497,21.81282747
533,533,36.93207146,21.81606876
534,534,36.87012905,21.82026443
535,535,36.80693916,21.8235834
536,536,36.7444795,21.82719634
537,537,36.68265771,21.83105072
538,538,36.62184714,21.83537125
539,539,36.55916641,21.83844011
540,540,36.49680721,21.84156272
541,541,36.43398427,21.84426933
542,542,36.37531864,21.84933409
543,543,36.32294254,21.85805392
544,544,36.26229289,21.86166994
545,545,36.20142003,21.86501696
546,546,36.140467,21.86818081
547,547,36.07899777,21.87089688
548,548,36.0175558,21.87349351
549,549,35.95606028,21.87592163
550,550,35.89508851,21.87853293
551,551,35.83486765,21.88146786
552,552,35.7753927,21.88472585
553,553,35.71557752,21.88764375
554,554,35.65735169,21.89140508
555,555,35.60216126,21.89690449
556,556,35.5431485,21.89992667
557,557,35.48430488,21.9029227
558,558,35.42479595,21.90537714
559,559,35.36681207,21.90864465
560,560,35.3096275,21.9122799
561,561,35.2521221,21.91558918
562,562,35.19434826,21.91860406
563,563,35.13603865,21.92115686
564,564,35.07794067,21.92371292
565,565,35.02023472,21.9263859
566,566,34.9636396,21.92962793
567,567,34.91011747,21.93467558
568,568,34.8531677,21.93744737
569,569,34.7960168,21.93996634
570,570,34.73917429,21.94255367
571,571,34.68250728,21.94512629
572,572,34.62642926,21.94794687
573,573,34.57019407,21.95054358
574,574,34.5142945,21.95322935
575,575,34.45900506,21.95618022
576,576,34.40338556,21.95879808
577,577,34.3486958,21.96188736
578,578,34.29764154,21.96718413
579,579,34.25000465,21.9745605
580,580,34.19605873,21.97777669
581,581,34.14437743,21.98233149
582,582,34.09201369,21.98633183
583,583,34.03990631,21.99038195
584,584,33.99755494,22.00063013
585,585,33.9454342,22.00445181
586,586,33.89395235,22.00857304
587,587,33.84183341,22.01216598
588,588,33.78908138,22.01523112
589,589,33.73637438,22.01820894
590,590,33.6892583,22.02472528
591,591,33.64667437,22.03410534
592,592,33.60574448,22.04447619
593,593,33.55427566,22.04783157
594,594,33.50382392,22.05174252
595,595,33.45378259,22.05581241
596,596,33.40447508,22.06025622
597,597,33.38030199,22.08121746
598,598,33.34311337,22.09350101
599,599,33.29758536,22.10016728
600,600,33.25432363,22.10823949
601,601,33.21532912,22.11905767
602,602,33.16843497,22.12452023
603,603,33.13124507,22.13636286
604,604,33.08039816,22.13898328
605,605,33.03312681,22.14388811
606,606,32.98239674,22.14636595
607,607,32.93502617,22.15099105
608,608,32.88477124,22.15356824
609,609,32.83461649,22.15610184
610,610,32.78462881,22.15863739
611,611,32.7382359,22.16349599
612,612,32.69264079,22.16879292
613,613,32.64700254,22.17395969
614,614,32.601573,22.17916748
615,615,32.56939085,22.19330173
616,616,32.52146967,22.19662255
617,617,32.47426971,22.2003304
618,618,32.42623863,22.20336472
619,619,32.37783713,22.20603874
620,620,32.33010546,22.20906581
621,621,32.28214018,22.21182654
622,622,32.23456364,22.21474905
623,623,32.19105681,22.2203755
624,624,32.14365681,22.22321406
625,625,32.09927789,22.22803978
626,626,32.05507795,22.23289145
627,627,32.01501522,22.24051942
628,628,31.96822856,22.24338027
629,629,31.9212905,22.2460321
630,630,31.87530603,22.24924569
631,631,31.82905333,22.25217003
632,632,31.78305035,22.25516689
633,633,31.73717699,22.25815289
634,634,31.69137358,22.26108653
635,635,31.64556459,22.26391491
636,636,31.60123534,22.26768464
637,637,31.5573942,22.27170077
638,638,31.51877643,22.2793121
639,639,31.47884334,22.28590679
640,640,31.43467725,22.28941164
641,641,31.39004419,22.29248713
642,642,31.34513703,22.29526893
643,643,31.30426835,22.30082833
644,644,31.26635359,22.30840494
645,645,31.22624617,22.31433078
646,646,31.18286553,22.31782522
647,647,31.13932414,22.32110846
648,648,31.09811192,22.32596752
649,649,31.05698025,22.33079332
650,650,31.02024088,22.33869116
651,651,30.98475654,22.3474129
652,652,30.94254178,22.35119445
653,653,30.90797916,22.36041855
654,654,30.87107148,22.36786706
655,655,30.8346613,22.37559492
656,656,30.79304513,22.37945868
657,657,30.75580951,22.38641887
658,658,30.71939628,22.39389618
659,659,30.68040722,22.39941235
660,660,30.64199066,22.40526087
661,661,30.60717136,22.41365867
662,662,30.5717401,22.42153062
663,663,30.53201015,22.42616674
664,664,30.49462925,22.43244297
665,665,30.45535937,22.43724485
666,666,30.41551073,22.4415328
667,667,30.38252999,22.45080756
668,668,30.34532653,22.45688435
669,669,30.30624721,22.46148853
670,670,30.26860498,22.46707294
671,671,30.23197807,22.47332883
672,672,30.19297273,22.47773301
673,673,30.15698759,22.48430269
674,674,30.12359189,22.49272625
675,675,30.08601821,22.49795167
676,676,30.04521996,22.50067911
677,677,30.00469516,22.50352137
678,678,29.96439729,22.50644443
679,679,29.92377488,22.5090342
680,680,29.8832325,22.5115944
681,681,29.84280928,22.51415479
682,682,29.80280213,22.5169401
683,683,29.76385849,22.5204416
684,684,29.72463083,22.52364173
685,685,29.6851924,22.52659511
686,686,29.64599573,22.52964499
687,687,29.60759294,22.53321233
688,688,29.56933241,22.53680313
689,689,29.52992914,22.53943706
690,690,29.49085258,22.54223356
691,691,29.45169528,22.54488179
692,692,29.41347622,22.54816263
693,693,29.37521219,22.5513244
694,694,29.33720642,22.55460007
695,695,29.29907962,22.55769847
696,696,29.26127012,22.56095716
697,697,29.23038351,22.56947753
698,698,29.19302755,22.57292727
699,699,29.1564125,22.57686808
700,700,29.11888665,22.58002162
701,701,29.08216377,22.58371567
702,702,29.04782018,22.58917875
703,703,29.01242737,22.59374875
704,704,28.97523041,22.59683345
705,705,28.93799597,22.59980658
706,706,28.90157893,22.60333662
707,707,28.86429083,22.60610388
708,708,28.82698902,22.60877789
709,709,28.78965539,22.61134439
710,710,28.752388,22.61388038
711,711,28.71523291,22.61642238
712,712,28.67875615,22.61941718
713,713,28.64204122,22.62214318
714,714,28.60556497,22.62497671
715,715,28.56983095,22.62831743
716,716,28.53509827,22.6323733
717,717,28.5002679,22.63627473
718,718,28.46488909,22.63966289
719,719,28.42892115,22.64250357
720,720,28.39366358,22.64583124
721,721,28.35812528,22.6488567
722,722,28.32216248,22.65146402
723,723,28.28608158,22.6538972
724,724,28.25021186,22.65641991
725,725,28.21465212,22.65911221
726,726,28.18021364,22.66262756
727,727,28.14480082,22.66528208
728,728,28.10997837,22.66833433
729,729,28.07458843,22.67085128
730,730,28.03962666,22.67363616
731,731,28.00639555,22.67774507
732,732,27.97198167,22.68082142
733,733,27.93730687,22.68360978
734,734,27.9026456,22.68633243
735,735,27.86852334,22.68941724
736,736,27.83405163,22.69214165
737,737,27.79991305,22.69506176
738,738,27.7652589,22.69748488
739,739,27.73217899,22.70111997
740,740,27.69839975,22.70410865
741,741,27.66475928,22.70713649
742,742,27.63557461,22.71375214
743,743,27.60168675,22.71643246
744,744,27.56767447,22.71893527
745,745,27.53423069,22.72183196
746,746,27.50064098,22.72453408
747,747,27.46752135,22.72755085
748,748,27.43713076,22.73275546
749,749,27.41161988,22.74194127
750,750,27.38101241,22.74683664
751,751,27.35937421,22.75912545
752,752,27.32666988,22.76214869
753,753,27.29459235,22.76562238
754,754,27.26164658,22.76829997
755,755,27.22861322,22.77083141
756,756,27.19572599,22.77341214
757,757,27.16298085,22.77603925
758,758,27.13048803,22.77880577
759,759,27.09797321,22.7814819
760,760,27.06567683,22.78426998
761,761,27.03316667,22.78680642
762,762,27.00159038,22.79005914
763,763,26.9703919,22.79356129
764,764,26.93824436,22.7961913
765,765,26.90653782,22.79912386
766,766,26.87455991,22.80175603
767,767,26.84290903,22.80459528
768,768,26.81360564,22.80936143
769,769,26.78156095,22.8117278
770,770,26.74977915,22.81424748
771,771,26.71855866,22.8171762
772,772,26.68742753,22.82011226
773,773,26.66486664,22.83031723
774,774,26.65529428,22.85160738
775,775,26.62430347,22.85449059
776,776,26.59313072,22.85714886
777,777,26.56264161,22.86032652
778,778,26.53214312,22.86342864
779,779,26.5012242,22.86610053
780,780,26.47069495,22.86904066
781,781,26.43960212,22.87142573
782,782,26.40884815,22.87403551
783,783,26.37891992,22.87729338
784,784,26.34866373,22.88020025
785,785,26.31854007,22.88315541
786,786,26.28826473,22.88591188
787,787,26.25776462,22.88840544
788,788,26.22947138,22.89275765
789,789,26.20058344,22.89652756
790,790,26.17080762,22.89945667
791,791,26.14126154,22.90252118
792,792,26.11281553,22.9064853
793,793,26.08469165,22.91066944
794,794,26.05615231,22.91442598
795,795,26.02684237,22.91744085
796,796,25.99733764,22.92021914
797,797,25.96790741,22.92299791
798,798,25.93883666,22.9260293
799,799,25.90968443,22.92892428
800,800,25.88178203,22.93286217
801,801,25.85292143,22.93588826
802,802,25.82431547,22.93907668
803,803,25.79559976,22.94210422
804,804,25.76710053,22.94526098
805,805,25.73867123,22.94841705
806,806,25.71078377,22.95199392
807,807,25.68274069,22.95536999
808,808,25.65463336,22.95862653
809,809,25.62746433,22.96266162
810,810,25.60064756,22.96695262
811,811,25.57258724,22.9700673
812,812,25.54487698,22.97343472
813,813,25.51769854,22.9772197
814,814,25.48968996,22.98019614
815,815,25.46283548,22.98415238
816,816,25.43549077,22.98760615
817,817,25.40957167,22.9922894
818,818,25.38352482,22.99679958
819,819,25.3560824,22.99998625
820,820,25.32894132,23.00338587
821,821,25.3012041,23.00618338
822,822,25.27345864,23.00891202
823,823,25.24619085,23.01201467
824,824,25.21869852,23.01485208
825,825,25.19188644,23.01825022
826,826,25.16476419,23.02130529
827,827,25.13735518,23.02403771
828,828,25.11033316,23.02706437
829,829,25.08289247,23.02964685
830,830,25.0562666,23.03291764
831,831,25.0289092,23.03545625
832,832,25.00674951,23.04272383
833,833,24.98075512,23.04640462
834,834,24.95368883,23.0490378
835,835,24.92665381,23.05164003
836,836,24.90125485,23.05569724
837,837,24.87559951,23.05946061
838,838,24.84947726,23.06273388
839,839,24.82397888,23.06652905
840,840,24.79905832,23.07080536
841,841,24.77283422,23.07381241
842,842,24.74781934,23.07788906
843,843,24.72299719,23.0820903
844,844,24.69696327,23.08510394
845,845,24.67238124,23.08941873
846,846,24.64620305,23.09218361
847,847,24.62013938,23.09499801
848,848,24.59462806,23.09827348
849,849,24.56929392,23.10165911
850,850,24.54460125,23.10559254
851,851,24.51895558,23.10857318
852,852,24.49514192,23.11322573
853,853,24.46986566,23.11644388
854,854,24.44555467,23.12051908
855,855,24.42178674,23.1250547
856,856,24.39625156,23.12786237
857,857,24.37177235,23.1316158
858,858,24.34755507,23.13556394
859,859,24.32502366,23.14106234
860,860,24.30019877,23.14432648
861,861,24.2754663,23.14762384
862,862,24.25127555,23.15138363
863,863,24.26492468,23.19125545
864,864,24.24364163,23.19773232
865,865,24.22256691,23.20436166
866,866,24.19913694,23.20868553
867,867,24.17621722,23.21344751
868,868,24.1804909,23.24429933
869,869,24.16306434,23.25427652
870,870,24.14186724,23.26058227
871,871,24.12115396,23.2673078
